IdProvincia	IdEstacion	Fecha	Año	Dia	Temp Media (ºC)	Temp Max (ºC)	Hora Temp Max	Temp Mínima (ºC)	Hora Temp Min	Radiación (MJ/m2)	Precipitación (mm)	PePMon	EtPMon	Temp Suelo 10 cm (ºC)	Temp Suelo 30 cm (ºC)
4	1	08/09/2015	2015	251	23,03	27,13	12:42	20,02	23:36	21,86	0,8	0	4,15	27,44	
4	1	09/09/2015	2015	252	22,68	26,72	13:54	19,62	6:12	22,08	0	0	4,03	27,59	
4	1	10/09/2015	2015	253	23,48	27,93	11:26	19,82	5:40	22,88	0	0	4,2	28,57	
4	1	11/09/2015	2015	254	23,93	30,2	13:14	18,89	6:02	22,6	0	0	3,98	29,05	
4	1	12/09/2015	2015	255	25,01	30,69	14:40	21,5	23:40	16,26	0	0	3,85	28,81	
4	1	13/09/2015	2015	256	22,46	26,05	13:06	20,36	3:02	19,46	0	0	3,97	28,2	
4	1	14/09/2015	2015	257	22,56	27,32	11:58	19,1	4:44	22,59	0	0	4,59	28,3	
4	1	15/09/2015	2015	258	20,59	23,43	12:36	17,94	1:04	23,61	0	0	4,28	27,55	
4	1	16/09/2015	2015	259	20,35	23,97	16:00	16,73	4:06	24,06	0	0	4,55	26,87	
4	1	17/09/2015	2015	260	19,69	23,58	14:20	16,52	23:54	23,85	0	0	4,51	26,78	
4	1	18/09/2015	2015	261	21,99	26,33	10:34	16,19	0:30	23,11	0	0	5,25	26,67	
4	1	19/09/2015	2015	262	23,75	27,13	12:54	20,35	23:12	22,57	0	0	5,56	27,56	
4	1	20/09/2015	2015	263	21,69	26,51	11:34	17,47	5:44	21,51	0	0	3,53	28,08	
4	1	21/09/2015	2015	264	21,3	26,12	12:50	18,48	23:06	18,32	0	0	3,71	27,82	
4	1	22/09/2015	2015	265	22,38	28,06	13:08	17,27	5:28	22,14	0	0	4,03	28,28	
4	1	23/09/2015	2015	266	22,96	27,09	9:04	19,15	6:02	21,91	0	0	4,16	28,14	
4	1	24/09/2015	2015	267	21,85	26,59	13:28	18,68	5:36	20,18	0	0	3,46	28,16	
4	1	25/09/2015	2015	268	21,13	25,71	11:30	17,67	3:32	21,94	0	0	3,56	28,08	
4	1	26/09/2015	2015	269	20,67	26,38	14:06	15,93	3:18	20,46	0	0	3,3	27,73	
4	1	27/09/2015	2015	270	21,1	25,98	13:10	17	5:14	18,59	0	0	3,4	27,47	
4	1	28/09/2015	2015	271	22,1	26,18	12:40	18,49	5:30	21,04	0	0	4,9	27,11	
4	1	29/09/2015	2015	272	20,92	23,66	9:36	18,34	23:56	10,59	0,2	0	3,03	26,09	
4	1	30/09/2015	2015	273	20,41	24,44	12:00	17,54	5:02	19,54	0	0	3,31	26,48	
4	1	01/10/2015	2015	274	20,56	25,78	12:08	17,07	3:20	20,06	0	0	3,15	26,72	
4	1	02/10/2015	2015	275	20,46	25,18	14:28	16,59	5:00	20,76	0	0	3,26	26,81	
4	1	03/10/2015	2015	276	21,6	26,19	13:12	18,75	4:34	13,55	0	0	2,85	26,49	
4	1	04/10/2015	2015	277	22,56	27,6	12:38	18,15	3:02	17,72	0	0	3,53	26,66	
4	1	05/10/2015	2015	278	23,53	27,4	11:42	20,57	3:12	11,98	0	0	2,77	26,95	
4	1	06/10/2015	2015	279	22,2	26,06	13:24	18,42	22:00	18,54	0	0	3,7	26,89	
4	1	07/10/2015	2015	280	21,57	25,78	12:56	18,27	23:42	17,89	0	0	2,87	26,47	
4	1	08/10/2015	2015	281	20,69	24,38	10:42	17,54	1:02	19,12	6,6	3,12	3,13	26,33	
4	1	09/10/2015	2015	282	19,54	24,44	12:02	16,66	5:10	12,77	4	1,03	2,09	24,61	
4	1	10/10/2015	2015	283	19,78	25,18	13:40	16,4	5:44	18,44	0	0	2,72	23,84	
4	1	11/10/2015	2015	284	19,99	23,45	13:10	17,54	1:24	11,13	0,2	0	2,28	23,4	
4	1	12/10/2015	2015	285	20,77	24,72	14:34	17,07	4:58	17,13	0	0	3,25	23,65	
4	1	13/10/2015	2015	286	20,17	23,57	12:06	17,2	22:38	19,56	0	0	3,15	24,58	
4	1	14/10/2015	2015	287	19,76	25,1	13:04	15,99	2:24	20,41	0	0	3,24	24,68	
4	1	15/10/2015	2015	288	20,23	24,64	13:30	17,27	3:50	19,27	0	0	2,75	25,21	
4	1	16/10/2015	2015	289	20,26	24,44	12:08	16,86	5:58	17,71	0	0	2,76	25	
4	1	17/10/2015	2015	290	22,14	26,4	11:06	18,42	0:46	16,86	0	0	3,5	24,78	
4	1	18/10/2015	2015	291	20,39	23,65	11:14	16,65	22:38	12,85	13,6	8,14	2,32	24,57	
4	1	19/10/2015	2015	292	20,33	24,91	12:20	16,86	2:54	14,91	0	0	2,38	23,43	
4	1	20/10/2015	2015	293	18,78	22,71	12:10	14,96	5:22	9,63	39,4	23,79	1,71	20,99	
4	1	21/10/2015	2015	294	19,18	22,78	13:06	16,73	23:38	13,62	0	0	2,24	21,89	
4	1	22/10/2015	2015	295	18,84	22,37	12:04	16,53	23:24	15,49	0	0	2,27	21,32	
4	1	23/10/2015	2015	296	18,66	23,58	13:16	14,51	5:28	16,38	0	0	2,19	21,45	
4	1	24/10/2015	2015	297	18,61	20,91	10:30	16,2	3:30	4,22	0	0	1,2	20,43	
4	1	25/10/2015	2015	298	19,36	21,98	16:10	17	3:42	8,41	0	0	2,27	20,18	
4	1	26/10/2015	2015	299	18,16	20,63	15:04	16,38	7:24	4,89	9,6	5,33	1,24	20	
4	1	27/10/2015	2015	300	18,79	21,97	10:30	16,39	22:08	9,26	0	0	2,29	19,89	
4	1	28/10/2015	2015	301	18,06	21,63	11:34	14,04	5:30	17,51	0	0	2,8	19,15	
4	1	29/10/2015	2015	302	18,2	21,75	12:02	15,39	5:12	13,61	0	0	1,94	19,35	
4	1	30/10/2015	2015	303	18,49	22,77	12:52	14,85	0:34	16,58	0	0	2,4	19,76	19,54
4	1	31/10/2015	2015	304	19,14	22,37	12:26	15,66	3:40	15,97	0	0	2,79	19,87	19,74
4	1	01/11/2015	2015	305	20,45	23,25	12:12	12,78	23:34	11,89	28,8	17,74	3,09	19,7	19,97
4	1	02/11/2015	2015	306	16,06	19,16	15:06	13,67	0:00	7,82	0,4	0	2,09	16,22	17,01
4	1	03/11/2015	2015	307	16,92	20,44	10:04	13,51	2:36	12,13	0	0	2,09	17,1	17,12
4	1	04/11/2015	2015	308	18,34	22,9	12:06	15,12	22:46	15,54	0	0	1,92	18,97	19,11
4	1	05/11/2015	2015	309	17,55	22,03	13:32	14,26	2:38	15,69	0	0	1,8	19,24	18,99
4	1	06/11/2015	2015	310	18,75	23,17	12:44	14,51	4:02	15,33	0	0	1,78	19,52	19,33
4	1	07/11/2015	2015	311	18,52	22,44	12:40	14,85	5:42	15,65	0	0	2,26	19,35	19,14
4	1	08/11/2015	2015	312	18,25	22,1	13:02	15,53	6:06	16,01	0	0	2,87	18,93	18,75
4	1	09/11/2015	2015	313	17,86	21,97	11:18	13,65	3:04	15,15	0	0	1,83	18,73	18,41
4	1	10/11/2015	2015	314	17,66	22,77	11:22	13,98	23:56	15,4	0	0	1,74	18,87	18,45
4	1	11/11/2015	2015	315	17,4	21,42	14:06	13,5	4:40	14,54	0	0	1,51	19,02	18,66
4	1	12/11/2015	2015	316	16,75	20,15	13:12	13,9	3:06	13,65	0	0	1,55	19,15	19,09
4	1	13/11/2015	2015	317	17,01	21,22	14:00	14,31	2:52	13,33	0	0	1,5	19,42	19,33
4	1	14/11/2015	2015	318	17,98	21,57	12:02	14,92	20:24	11,33	0	0	2,12	18,84	18,83
4	1	15/11/2015	2015	319	17,64	21,16	13:10	14,46	4:52	13,22	0	0	1,53	18,85	18,82
4	1	16/11/2015	2015	320	15,77	19,69	13:12	12,84	6:52	13,82	0	0	1,48	18,96	18,58
4	1	17/11/2015	2015	321	16,27	21,83	13:10	12,44	3:40	14,02	0	0	1,41	18,24	17,61
4	1	18/11/2015	2015	322	16,05	20,89	13:52	12,43	6:24	13,56	0	0	1,36	18,05	17,4
4	1	19/11/2015	2015	323	15,2	20,16	12:48	11,91	6:12	13,08	0	0	1,35	17,73	17,04
4	1	20/11/2015	2015	324	16,01	20,69	12:20	12,29	0:00	13,12	0	0	1,53	17,65	17,06
4	1	21/11/2015	2015	325	17,71	23,52	14:52	12,77	6:28	12,33	0	0	2,02	17,63	17,3
4	1	22/11/2015	2015	326	12,54	18,14	11:14	8,86	18:18	5,09	11,2	6,46	1,14	16,69	15,99
4	1	23/11/2015	2015	327	11,42	16,25	11:46	8,25	23:38	9,87	0	0	1,27	14,38	13,53
4	1	24/11/2015	2015	328	11,87	15,65	11:00	7,59	7:02	14,14	0	0	1,66	13,47	12,62
4	1	25/11/2015	2015	329	13,31	17,74	15:06	9,81	6:18	13,7	0	0	1,34	13,68	13,02
4	1	26/11/2015	2015	330	16,25	24,28	10:56	11,02	7:10	13,97	0	0	1,52	14,37	13,6
4	1	27/11/2015	2015	331	15,39	20,16	11:10	12,71	0:00	7,47	0	0	1,26	14,52	13,88
4	1	28/11/2015	2015	332	14,66	19,28	12:30	11,29	6:20	13,19	0	0	1,14	14,73	14,02
4	1	29/11/2015	2015	333	14,72	18,67	12:40	11,89	23:36	12,6	0	0	1,56	14,66	14
4	1	30/11/2015	2015	334	14,37	18,87	12:40	10,68	20:32	13,41	0	0	1,49	14,4	13,75
4	1	01/12/2015	2015	335	13,8	19,48	13:24	10,62	23:52	12,8	0	0	1,02	14,48	13,63
4	1	02/12/2015	2015	336	13,12	17,87	12:44	9,94	6:16	11,26	0	0	1	14,4	13,59
4	1	03/12/2015	2015	337	13,91	19,28	13:08	9,47	5:30	11	0	0	1,05	14,41	13,68
4	1	04/12/2015	2015	338	14,75	18,67	13:10	11,76	0:54	11,28	0	0	1,05	15,12	14,73
4	1	05/12/2015	2015	339	14,02	18	13:18	11,56	6:52	12,12	0	0	1,08	15,35	14,8
4	1	06/12/2015	2015	340	13,97	17,73	14:36	11,09	7:12	9,85	0	0	1,08	14,86	14,42
4	1	07/12/2015	2015	341	14,65	18,54	12:00	11,9	1:26	10,84	0	0	1,09	14,94	14,53
4	1	08/12/2015	2015	342	14,15	18,54	11:24	11,69	6:28	8,32	0	0	0,87	15,05	14,48
4	1	09/12/2015	2015	343	15,54	18,08	10:50	11,9	3:28	9	0	0	1,83	14,9	14,59
4	1	10/12/2015	2015	344	17,1	20,16	11:24	14,84	20:54	11,1	0	0	2,83	15,79	15,65
4	1	11/12/2015	2015	345	16,34	19,82	13:00	13,97	18:34	10,71	0	0	2,78	15,83	15,5
4	1	12/12/2015	2015	346	14,93	18,27	12:04	11,48	20:14	8,62	0	0	1,39	15,38	14,79
4	1	13/12/2015	2015	347	13,32	17,47	11:30	10,21	23:10	9,75	0	0	0,96	14,8	14,24
4	1	14/12/2015	2015	348	13,14	17,13	14:50	10,75	23:32	5,35	0	0	0,75	14,5	14,14
4	1	15/12/2015	2015	349	14,41	19,75	13:32	10,21	1:44	11,82	0	0	1	14,26	13,5
4	1	16/12/2015	2015	350	16,84	23,87	15:02	12,1	5:54	10,82	0	0	1,08	14,54	13,78
4	1	17/12/2015	2015	351	16,64	20,7	13:36	12,78	23:28	9,89	0	0	0,98	14,99	14,35
4	1	18/12/2015	2015	352	13,93	19,42	13:32	10,08	4:08	10,06	0	0	0,91	14,63	13,9
4	1	19/12/2015	2015	353	14,13	22,34	9:28	9,6	4:06	12,18	0	0	0,86	14,38	13,45
4	1	20/12/2015	2015	354	12,05	18,15	13:50	7,52	5:50	11,54	0	0	0,88	13,98	13
4	1	21/12/2015	2015	355	13,04	17,33	13:42	9,94	3:50	10,69	0	0	0,93	13,97	13,18
4	1	22/12/2015	2015	356	13,78	18,14	13:36	10,81	20:12	11,76	0	0	1,19	14,11	13,4
4	1	23/12/2015	2015	357	13,07	17,61	14:16	10,14	6:12	9,19	0	0	0,87	13,86	13,21
4	1	24/12/2015	2015	358	13,44	17,73	12:20	10,69	4:04	9,97	0	0	0,88	14,18	13,57
4	1	25/12/2015	2015	359	13,9	18,68	13:46	10,89	6:44	11,18	0	0	1,05	14,29	13,61
4	1	26/12/2015	2015	360	13,92	17,66	13:30	10,61	3:46	11,66	0	0	1,29	14,26	13,57
4	1	27/12/2015	2015	361	16,04	19,7	13:18	13,5	5:02	10,39	0	0	3,1	14,66	14,26
4	1	28/12/2015	2015	362	14,71	18,88	13:58	11,35	22:48	10,75	0	0	1,21	14,96	14,31
4	1	29/12/2015	2015	363	14,16	18,01	11:26	10,82	3:22	10,11	0	0	1,1	14,94	14,47
4	1	30/12/2015	2015	364	14,05	17,47	13:18	10,96	6:08	12,28	0	0	1,21	14,83	14,13
4	1	31/12/2015	2015	365	14,19	19,35	12:32	10,89	1:14	11,02	0	0	1,03	14,42	13,65
